"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
		284.18	0.000140735	284.18	4.02794e-005
		284.18	4.02794e-005	284.18	4.02794e-005
				284.18	4.02794e-005
		285.645	0.000466374	285.645	3.39559e-005
		285.645	3.39559e-005	285.645	3.39559e-005
				285.645	3.39559e-005
287.109	0.00189267			287.109	5.5186e-005
287.109	5.5186e-005			287.109	5.5186e-005
				287.109	5.5186e-005
		288.574	0.000260862	288.574	0.000106542
		288.574	0.000106542	288.574	0.000106542
				288.574	0.000106542
		290.039	0.000207044	290.039	0.000106535
		290.039	0.000106535	290.039	0.000106535
				290.039	0.000106535
		291.504	0.000396441	291.504	9.28168e-005
		291.504	9.28168e-005	291.504	9.28168e-005
				291.504	9.28168e-005
		292.969	0.000258919	292.969	3.55844e-005
		292.969	3.55844e-005	292.969	3.55844e-005
				292.969	3.55844e-005
		294.434	0.000179778	294.434	7.21759e-005
		294.434	7.21759e-005	294.434	7.21759e-005
				294.434	7.21759e-005
295.898	0.00181442			295.898	4.72666e-005
295.898	4.72666e-005			295.898	4.72666e-005
				295.898	4.72666e-005
		297.363	5.68953e-005	297.363	2.95652e-005
		297.363	2.95652e-005	297.363	2.95652e-005
				297.363	2.95652e-005
		298.828	0.000167776	298.828	5.44726e-005
		298.828	5.44726e-005	298.828	5.44726e-005
				298.828	5.44726e-005
				300.293	0.000132854
				300.293	0.000132854
				300.293	0.000132854
		301.758	0.000410282	301.758	4.54419e-005
		301.758	4.54419e-005	301.758	4.54419e-005
				301.758	4.54419e-005
303.223	0.00152414			303.223	3.04555e-005
303.223	3.04555e-005			303.223	3.04555e-005
				303.223	3.04555e-005
		304.688	0.000251433	304.688	2.92548e-005
		304.688	2.92548e-005	304.688	2.92548e-005
				304.688	2.92548e-005
		306.152	0.000185774	306.152	4.88921e-005
		306.152	4.88921e-005	306.152	4.88921e-005
				306.152	4.88921e-005
		307.617	0.000290054	307.617	4.02798e-005
		307.617	4.02798e-005	307.617	4.02798e-005
				307.617	4.02798e-005
		309.082	0.000255244	309.082	3.72036e-005
		309.082	3.72036e-005	309.082	3.72036e-005
				309.082	3.72036e-005
		310.547	7.37712e-005	310.547	3.40162e-005
		310.547	3.40162e-005	310.547	3.40162e-005
				310.547	3.40162e-005
				312.012	0.000100888
				312.012	0.000100888
				312.012	0.000100888
313.477	0.00130632			313.477	2.713e-005
313.477	2.713e-005			313.477	2.713e-005
				313.477	2.713e-005
		314.941	0.000199679	314.941	6.93384e-006
		314.941	6.93384e-006	314.941	6.93384e-006
				314.941	6.93384e-006
		316.406	0.000497502	316.406	5.41004e-005
		316.406	5.41004e-005	316.406	5.41004e-005
				316.406	5.41004e-005
				317.871	5.01483e-005
				317.871	5.01483e-005
				317.871	5.01483e-005
		319.336	0.000357852	319.336	0.00014747
		319.336	0.00014747	319.336	0.00014747
				319.336	0.00014747
		320.801	0.00034484	320.801	6.99144e-005
		320.801	6.99144e-005	320.801	6.99144e-005
				320.801	6.99144e-005
322.266	0.00153325			322.266	2.9955e-005
322.266	2.9955e-005			322.266	2.9955e-005
				322.266	2.9955e-005
		323.73	0.000263531	323.73	7.40418e-005
		323.73	7.40418e-005	323.73	7.40418e-005
				323.73	7.40418e-005
		325.195	0.000331058	325.195	5.0826e-005
		325.195	5.0826e-005	325.195	5.0826e-005
